A2M
A2ML1_AS1
AAAS
AAK1
AAMDC
AASDH
AASDHPPT
AASS
AATF
ABAT
ABCA1
ABCA11P
ABCA5
ABCA9
ABCB7
ABCC4
ABCC5
ABCC9
ABCD2
ABCD3
ABHD12
ABHD15_AS1
ABHD2
ABHD3
ABI1
ABI2
ABL2
ABLIM1
ABLIM2
ABR
ABTB2
ACACA
ACACB
ACAD11
ACADM
ACADVL
ACAP2
ACBD6
ACER3
ACIN1
ACO1
ACO2
ACOT11
ACOT13
ACP6
ACSBG1
ACSL3
ACSL4
ACSL6
ACSM3
ACSS1
ACSS3
ACTB
ACTG1
ACTR10
ACTR2
ACTR3
ACTR3B
ACVR1C
ACYP1
ACYP2
ADAL
ADAM10
ADAM12
ADAM17
ADAM19
ADAM20P1
ADAM22
ADAM23
ADAMTS12
ADAMTS17
ADAMTS19
ADAMTS20
ADAMTS3
ADAMTS6
ADAMTS9
ADAMTS9_AS2
ADAMTSL1
ADAMTSL3
ADARB2
ADCK3
ADCY10P1
ADCY2
ADCY8
ADCYAP1R1
ADD1
ADD3
ADGRA3
ADGRB1
ADGRB3
ADGRG1
ADGRL1
ADGRL2
ADGRL3
ADGRV1
ADHFE1
ADIPOR2
ADK
ADNP
ADORA2B
ADRA1A
ADRBK2
AEBP2
AFF1
AFF3
AFF4
AGAP1
AGAP4
AGAP6
AGAP9
AGBL1
AGBL3
AGBL4
AGFG1
AGGF1
AGK
AGL
AGMO
AGO3
AGO4
AGPAT3
AGPAT5
AGPS
AGT
AGTPBP1
AHCTF1
AHCYL1
AHCYL2
AHI1
AHNAK
AHSA2
AIFM3
AIG1
AK2
AK3
AK4
AK5
AK9
AKAP10
AKAP11
AKAP13
AKAP6
AKAP7
AKAP8L
AKAP9
AKR1C2
AKT2
AKT3
ALAD
ALCAM
ALDH1A1
ALDH1A2
ALDH1L1
ALDH2
ALDH6A1
ALDH7A1
ALDOA
ALDOC
ALG13
ALK
ALMS1
ALOX12_AS1
ALOX12P2
ALS2
ALS2CR11
AMBRA1
AMER2
AMFR
AMMECR1
AMPH
AMY2B
AMZ1
AMZ2
AMZ2P1
ANAPC1
ANAPC10
ANAPC16
ANAPC5
ANGEL2
ANK2
ANK3
ANKAR
ANKDD1A
ANKDD1B
ANKFN1
ANKFY1
ANKH
ANKHD1
ANKHD1_EIF4EBP3
ANKIB1
ANKMY1
ANKRD10
ANKRD11
ANKRD12
ANKRD13C
ANKRD17
ANKRD18CP
ANKRD19P
ANKRD26
ANKRD26P1
ANKRD28
ANKRD30B
ANKRD30BL
ANKRD31
ANKRD32
ANKRD34C_AS1
ANKRD36
ANKRD36B
ANKRD36C
ANKRD44
ANKRD44_IT1
ANKRD6
ANKS1A
ANKS1B
ANKUB1
ANO10
ANO3
ANO4
ANO5
ANO6
ANP32A
ANP32AP1
ANTXR1
ANTXR2
ANXA4
ANXA7
AOAH
AP1G1
AP1S2
AP2A2
AP2B1
AP2M1
AP3B1
AP3D1
AP3S1
AP3S2
AP4E1
APBA1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APIP
APLF
APLP2
APMAP
APOE
APP
APPBP2
APPL2
AQP4
AQP4_AS1
AQR
ARAP1
ARAP2
ARF4
ARFGEF1
ARFGEF2
ARFGEF3
ARFIP1
ARGLU1
ARHGAP10
ARHGAP12
ARHGAP15
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP26
ARHGAP31
ARHGAP32
ARHGAP35
ARHGAP42
ARHGAP5
ARHGAP6
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF26
ARHGEF26_AS1
ARHGEF28
ARHGEF3
ARHGEF38
ARHGEF4
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID4A
ARID4B
ARID5B
ARIH1
ARIH2
ARL13B
ARL15
ARL17A
ARL17B
ARL3
ARL5A
ARL6IP1
ARL6IP5
ARL8B
ARMC2
ARMC8
ARMCX4
ARNT
ARNT2
ARNTL
ARPC2
ARPC4_TTLL3
ARPC5
ARPP21
ARRB1
ARSB
ARSG
ASAH1
ASAP1
ASAP2
ASCC1
ASCC3
ASH1L
ASIC2
ASIP
ASPH
ASTN1
ASTN2
ASXL1
ASXL2
ASXL3
ATAD1
ATAD2B
ATAT1
ATE1
ATF2
ATF6
ATF7
ATF7IP
ATF7IP2
ATG10
ATG14
ATG2B
ATG4B
ATG4C
ATG7
ATL1
ATL2
ATM
ATN1
ATP10B
ATP10D
ATP13A3
ATP13A4
ATP13A4_AS1
ATP13A5
ATP1A1
ATP1A1_AS1
ATP1A2
ATP1B1
ATP1B2
ATP1B3
ATP2A2
ATP2B1
ATP2B2
ATP2B4
ATP2C1
ATP2C2
ATP5A1
ATP5B
ATP5C1
ATP5E
ATP5G2
ATP5I
ATP5J
ATP5J2
ATP5J2_PTCD1
ATP5L
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0B
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP6V1D
ATP6V1E1
ATP6V1G2_DDX39B
ATP6V1H
ATP8A1
ATP8A2
ATP8B1
ATP9A
ATP9B
ATPIF1
ATR
ATRN
ATRNL1
ATRX
ATXN1
ATXN10
ATXN2
ATXN2L
ATXN3
ATXN7L1
AUH
AUP1
AUTS2
AVL9
AXDND1
AXIN2
AZI2
AZIN1
AZIN1_AS1
B2M
B3GALTL
B3GAT2
B4GALNT4
B4GALT5
BAALC
BAALC_AS1
BACH1
BACH2
BANK1
BAZ1B
BAZ2A
BAZ2B
BBOX1
BBOX1_AS1
BBS2
BBS4
BBS9
BBX
BCAN
BCAP29
BCAR3
BCAS3
BCKDHB
BCL2
BCL2L14
BCL2L2_PABPN1
BCL9
BCLAF1
BCR
BCYRN1
BDNF
BDNF_AS
BDP1
BEST1
BEX4
BHLHE40_AS1
BICC1
BICD1
BIRC2
BIRC6
BIVM_ERCC5
BLCAP
BLNK
BLOC1S5_TXNDC5
BLOC1S6
BMP2K
BMP7
BMPER
BMPR1A
BMPR1B
BMPR2
BMS1
BMS1P1
BMS1P14
BMS1P2
BMS1P20
BNIP3L
BOC
BOD1L1
BOLL
BPTF
BRAF
BRAP
BRD4
BRD7
BRD8
BRE
BRINP1
BRINP2
BRINP3
BROX
BRWD1
BRWD3
BSCL2
BSG
BTAF1
BTBD10
BTBD3
BTBD7
BTBD9
BTNL8
BTRC
BZRAP1
BZRAP1_AS1
C10ORF11
C10ORF113
C10ORF32_ASMT
C10ORF76
C10ORF88
C11ORF30
C11ORF49
C11ORF58
C11ORF65
C11ORF73
C11ORF74
C12ORF4
C12ORF40
C12ORF42
C12ORF56
C12ORF65
C12ORF66
C12ORF75
C12ORF76
C14ORF159
C14ORF2
C14ORF37
C15ORF38_AP3S2
C15ORF41
C16ORF45
C16ORF52
C16ORF62
C18ORF32
C19ORF25
C19ORF60
C1D
C1GALT1
C1ORF101
C1ORF198
C1ORF21
C1ORF228
C1ORF27
C1ORF56
C1ORF61
C1QTNF3_AMACR
C1S
C20ORF194
C22ORF39
C2CD3
C2CD5
C2ORF42
C2ORF43
C2ORF69
C2ORF72
C2ORF88
C3ORF17
C3ORF58
C3ORF67
C3ORF67_AS1
C3ORF70
C4BPB
C4ORF19
C4ORF22
C4ORF29
C4ORF32
C4ORF36
C5ORF42
C5ORF56
C5ORF66
C6
C6ORF183
C6ORF62
C6ORF89
C7ORF49
C7ORF55_LUC7L2
C7ORF60
C7ORF73
C8ORF34
C8ORF37_AS1
C8ORF44_SGK3
C8ORF46
C9ORF3
C9ORF84
CA10
CA5B
CA5BP1
CA8
CAB39
CAB39L
CABIN1
CABLES1
CACHD1
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA2D1
CACNA2D3
CACNB2
CACNB4
CACUL1
CADM1
CADM2
CADM2_AS1
CADPS
CADPS2
CALCB
CALCOCO1
CALCRL
CALD1
CALM1
CALM2
CALN1
CALR
CAMK1D
CAMK2A
CAMK2B
CAMK2D
CAMK2G
CAMK4
CAMKMT
CAMSAP1
CAMSAP2
CAMTA1
CANX
CAP1
CAP2
CAPN2
CAPN7
CAPRIN1
CAPRIN2
CAPS2
CAPZA1
CAPZA2
CAPZB
CARF
CARS2
CASC15
CASC2
CASC3
CASC4
CASD1
CASK
CASP5
CAST
CAT
CATSPER2
CATSPERB
CBFA2T2
CBFB
CBLB
CBLN2
CBR4
CBS
CBWD1
CBWD2
CBWD3
CBWD5
CBWD7
CBX5
CC2D2A
CCAR1
CCBL2
CCDC102B
CCDC109B
CCDC13
CCDC132
CCDC138
CCDC14
CCDC141
CCDC144A
CCDC144B
CCDC144CP
CCDC144NL
CCDC144NL_AS1
CCDC146
CCDC148
CCDC149
CCDC150
CCDC152
CCDC159
CCDC171
CCDC176
CCDC178
CCDC18
CCDC186
CCDC25
CCDC30
CCDC38
CCDC39
CCDC50
CCDC53
CCDC59
CCDC6
CCDC66
CCDC67
CCDC7
CCDC73
CCDC82
CCDC84
CCDC85A
CCDC88A
CCDC91
CCDC92
CCDC93
CCK
CCNC
CCND3
CCNH
CCNI
CCNL1
CCNL2
CCNT2
CCNT2_AS1
CCNY
CCNYL2
CCPG1
CCS
CCSER1
CCSER2
CCT8
CD109
CD164
CD2AP
CD38
CD46
CD47
CD59
CD81
CD96
CDC14A
CDC14B
CDC16
CDC27
CDC37
CDC40
CDC42
CDC42BPA
CDC42BPB
CDC42EP4
CDC42SE1
CDC42SE2
CDC73
CDH10
CDH11
CDH12
CDH13
CDH18
CDH2
CDH20
CDH23
CDH4
CDH7
CDH8
CDH9
CDHR3
CDK11B
CDK12
CDK13
CDK14
CDK17
CDK19
CDK5RAP1
CDK5RAP2
CDK5RAP3
CDK8
CDKAL1
CDKL1
CDKL3
CDKL5
CDS2
CDYL
CDYL2
CEACAM8
CEACAMP10
CEBPZ
CECR2
CELF1
CELF2
CELF2_AS2
CENPC
CENPO
CENPP
CEP112
CEP126
CEP128
CEP162
CEP164
CEP164P1
CEP170
CEP192
CEP290
CEP295
CEP350
CEP57
CEP63
CEP70
CEP78
CEP83
CEP85L
CEP89
CEP95
CEP97
CEPT1
CERS1
CERS3
CERS3_AS1
CERS5
CERS6
CFAP36
CFAP44
CFAP52
CFAP54
CFAP70
CFDP1
CFL1
CFLAR
CGGBP1
CGNL1
CGRRF1
CHCHD3
CHCHD6
CHD1
CHD1L
CHD2
CHD4
CHD6
CHD7
CHD9
CHDH
CHFR
CHIC1
CHIC2
CHKA
CHL1
CHM
CHMP3
CHN1
CHN2
CHORDC1
CHPT1
CHRM3
CHRNA7
CHRNB4
CHST11
CHST9
CHSY1
CHSY3
CHURC1
CHURC1_FNTB
CIRBP
CIT
CKAP5
CKB
CKMT2
CKMT2_AS1
CLASP1
CLASP2
CLCC1
CLCN3
CLCN5
CLDN10
CLDN11
CLDN12
CLDND1
CLEC16A
CLGN
CLINT1
CLIP1
CLIP4
CLK1
CLK4
CLNS1A
CLOCK
CLSTN1
CLSTN2
CLTC
CLU
CLVS1
CLYBL
CMC1
CMC2
CMIP
CMSS1
CMTM4
CMTM8
CMYA5
CNBD1
CNBP
CNGB3
CNIH3
CNKSR2
CNN3
CNNM2
CNOT1
CNOT2
CNOT4
CNOT6L
CNOT7
CNPY2
CNR1
CNTLN
CNTN1
CNTN3
CNTN4
CNTN5
CNTN6
CNTNAP2
CNTNAP3
CNTNAP3B
CNTNAP3P2
CNTNAP4
CNTNAP5
CNTRL
COA1
COBL
COCH
COG3
COG4
COG5
COG6
COG7
COL11A1
COL16A1
COL19A1
COL21A1
COL24A1
COL25A1
COL27A1
COL28A1
COL4A3BP
COL4A4
COL4A5
COL5A3
COL6A4P1
COL6A4P2
COL6A6
COL8A1
COLGALT2
COMMD1
COMMD10
COMMD2
COMMD7
COPA
COPB1
COPB2
COPG2
COPS5
CORO2B
COX10_AS1
COX20
COX4I1
COX5B
COX6A1
COX7B
