A2M
A2M_AS1
A2ML1_AS1
AAK1
AAMDC
AASDH
AASDHPPT
ABAT
ABCA1
ABCA11P
ABCA3
ABCA5
ABCA9
ABCB7
ABCC4
ABCC5
ABCD2
ABCD3
ABHD12
ABHD15_AS1
ABHD2
ABI1
ABI2
ABL1
ABL2
ABLIM1
ABR
ACACA
ACAD11
ACADM
ACADVL
ACAP2
ACBD6
ACER3
ACIN1
ACO1
ACOT11
ACOT13
ACOT7
ACSBG1
ACSL3
ACSL4
ACSL6
ACSM3
ACSS1
ACSS2
ACSS3
ACTB
ACTG1
ACTR10
ACTR2
ACTR3
ACTR3B
ACVR1C
ACYP2
ADAM10
ADAM12
ADAM17
ADAM20P1
ADAM22
ADAM23
ADAM28
ADAM9
ADAMTS17
ADAMTS19
ADAMTS20
ADAMTS3
ADAMTS6
ADAMTS9_AS2
ADAP2
ADARB2
ADCY2
ADCY7
ADCY8
ADD1
ADD3
ADGRA3
ADGRB3
ADGRG1
ADGRL2
ADGRL3
ADGRV1
ADHFE1
ADIPOR2
ADK
ADNP
ADORA3
ADPGK
ADRBK2
AEBP2
AFF1
AFF3
AFF4
AFTPH
AGAP1
AGAP4
AGAP6
AGAP9
AGBL1
AGBL3
AGBL4
AGFG1
AGK
AGL
AGO3
AGO4
AGPAT3
AGPAT4
AGPAT5
AGPS
AGTPBP1
AHCTF1
AHCYL1
AHCYL2
AHI1
AHRR
AHSA2
AIF1
AIG1
AIMP1
AK2
AK3
AK5
AK9
AKAP10
AKAP11
AKAP13
AKAP6
AKAP7
AKAP9
AKT2
AKT3
ALCAM
ALDH1A2
ALDH9A1
ALDOA
ALDOC
ALG13
ALK
ALMS1
ALOX12_AS1
ALOX12P2
ALOX5
ALPK1
ALS2
ALS2CR11
AMBRA1
AMD1
AMER2
AMMECR1
AMN1
AMPD3
AMPH
AMY2B
ANAPC4
ANAPC5
ANGEL1
ANGEL2
ANK2
ANK3
ANKAR
ANKDD1A
ANKDD1B
ANKFN1
ANKFY1
ANKH
ANKHD1
ANKHD1_EIF4EBP3
ANKIB1
ANKMY1
ANKRD10
ANKRD11
ANKRD12
ANKRD13C
ANKRD17
ANKRD18CP
ANKRD19P
ANKRD26
ANKRD26P1
ANKRD28
ANKRD30BL
ANKRD32
ANKRD34C_AS1
ANKRD36
ANKRD36B
ANKRD36C
ANKRD44
ANKRD44_IT1
ANKRD6
ANKS1A
ANKS1B
ANKUB1
ANO10
ANO3
ANO4
ANO5
ANO6
ANP32A
ANTXR2
ANXA4
ANXA7
AOAH
AP1B1
AP1G1
AP1G2
AP1S2
AP2B1
AP2M1
AP3B1
AP3S1
AP3S2
AP5M1
APAF1
APBA1
APBA2
APBB1IP
APBB2
APC
APIP
APLF
APLP2
APMAP
APOC2
APOC4_APOC2
APP
APPBP2
APPL1
APPL2
AQP4
AQP4_AS1
AQR
ARAP1
ARAP2
ARF1
ARFGEF1
ARFGEF2
ARFGEF3
ARFIP1
ARGLU1
ARHGAP10
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP31
ARHGAP32
ARHGAP35
ARHGAP4
ARHGAP42
ARHGAP5
ARHGAP6
ARHGEF1
ARHGEF10
ARHGEF11
ARHGEF12
ARHGEF26
ARHGEF26_AS1
ARHGEF28
ARHGEF3
ARHGEF4
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID4A
ARID4B
ARID5B
ARIH1
ARIH2
ARL15
ARL17A
ARL17B
ARL5A
ARL6IP1
ARL6IP5
ARL8B
ARMC2
ARMC8
ARMC9
ARMCX4
ARNT
ARNT2
ARNTL
ARPC2
ARPC3
ARPC4_TTLL3
ARPC5
ARPP19
ARPP21
ARRB1
ARRB2
ARSB
ARSG
ASAH1
ASAP1
ASAP2
ASCC1
ASCC3
ASH1L
ASIC2
ASPH
ASTN1
ASTN2
ASXL1
ASXL2
ASXL3
ATAD1
ATAD2B
ATAD5
ATE1
ATF2
ATF3
ATF4
ATF6
ATF7
ATF7IP
ATF7IP2
ATG10
ATG14
ATG16L2
ATG2B
ATG4B
ATG4C
ATG7
ATL1
ATL2
ATM
ATP10B
ATP10D
ATP11A
ATP11B
ATP13A3
ATP13A4
ATP1A1
ATP1A1_AS1
ATP1A2
ATP1B1
ATP1B2
ATP1B3
ATP2A2
ATP2B1
ATP2B2
ATP2B4
ATP2C1
ATP5A1
ATP5B
ATP5C1
ATP5E
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0B
ATP6V0D1
ATP6V0E1
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP6V1D
ATP6V1G2_DDX39B
ATP6V1H
ATP7A
ATP8A1
ATP8A2
ATP8B1
ATP8B4
ATP9A
ATP9B
ATPIF1
ATR
ATRN
ATRNL1
ATRX
ATXN1
ATXN10
ATXN2
ATXN3
ATXN7
ATXN7L1
AUH
AUP1
AUTS2
AVL9
AXL
AZIN1
B2M
B3GALNT1
B3GALTL
B3GAT2
B3GNT5
B4GALT5
BAALC
BAALC_AS1
BACH1
BACH2
BAG4
BANK1
BASP1
BAZ1B
BAZ2A
BAZ2B
BBIP1
BBS2
BBS9
BBX
BCAP29
BCAR3
BCAS3
BCAT1
BCKDHB
BCL2
BCL2L14
BCL2L2_PABPN1
BCLAF1
BCO2
BCYRN1
BDNF_AS
BDP1
BEST1
BEX4
BHLHE40_AS1
BHLHE41
BICC1
BICD1
BIN1
BIN2
BIRC2
BIRC6
BIVM_ERCC5
BLCAP
BLNK
BLOC1S5_TXNDC5
BLOC1S6
BMP2K
BMPER
BMPR1A
BMPR1B
BMPR2
BMS1
BMS1P1
BMS1P14
BMS1P2
BMS1P20
BNC2
BNIP3L
BOD1L1
BOLL
BPTF
BRAF
BRD4
BRD7
BRD8
BRE
BRINP1
BRINP2
BRINP3
BROX
BRWD1
BRWD3
BSCL2
BTAF1
BTBD10
BTBD11
BTBD3
BTBD7
BTBD9
BTF3L4
BTNL8
BTRC
BZRAP1_AS1
C10ORF11
C10ORF54
C10ORF76
C11ORF30
C11ORF49
C11ORF58
C11ORF65
C11ORF73
C11ORF80
C12ORF4
C12ORF40
C12ORF42
C12ORF56
C12ORF66
C12ORF75
C12ORF76
C14ORF159
C14ORF2
C14ORF37
C15ORF41
C16ORF45
C16ORF52
C16ORF62
C18ORF25
C18ORF32
C19ORF60
C1GALT1
C1ORF101
C1ORF112
C1ORF132
C1ORF21
C1ORF27
C1ORF43
C1ORF56
C1ORF61
C1QB
C1QC
C1QTNF3_AMACR
C20ORF194
C2CD2
C2CD3
C2CD5
C2ORF42
C2ORF43
C2ORF69
C2ORF88
C3
C3ORF17
C3ORF58
C3ORF67
C3ORF67_AS1
C3ORF70
C4ORF19
C4ORF22
C4ORF29
C4ORF3
C5ORF42
C5ORF56
C6ORF62
C6ORF89
C7ORF55_LUC7L2
C7ORF60
C8ORF34
C8ORF37_AS1
C8ORF44_SGK3
C8ORF46
C9
C9ORF3
C9ORF66
C9ORF72
C9ORF84
CA10
CA5B
CA8
CAB39
CABIN1
CABLES1
CACNA1A
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA2D1
CACNA2D3
CACNB2
CACNB4
CACNG3
CACUL1
CADM1
CADM2
CADM2_AS1
CADPS
CADPS2
CALM1
CALM2
CALN1
CALR
CALU
CAMK1D
CAMK2A
CAMK2D
CAMK2G
CAMK4
CAMKK2
CAMKMT
CAMSAP2
CAMTA1
CAND1
CAND2
CANX
CAP1
CAP2
CAPN2
CAPRIN2
CAPS2
CAPZA1
CAPZA2
CAPZB
CARD11
CARD8
CASC15
CASC4
CASD1
CASK
CASP10
CASP8AP2
CASS4
CAST
CATSPER2
CATSPERB
CBFA2T2
CBL
CBLB
CBLN2
CBR4
CBWD1
CBWD2
CBWD3
CBWD5
CBWD7
CBX5
CC2D2A
CCAR1
CCBL2
CCDC102B
CCDC112
CCDC12
CCDC132
CCDC138
CCDC14
CCDC141
CCDC144A
CCDC144B
CCDC144CP
CCDC144NL_AS1
CCDC146
CCDC148
CCDC149
CCDC159
CCDC171
CCDC18
CCDC186
CCDC30
CCDC39
CCDC50
CCDC6
CCDC66
CCDC67
CCDC7
CCDC73
CCDC82
CCDC84
CCDC85A
CCDC88A
CCDC90B
CCDC91
CCDC92
CCDC93
CCK
CCM2
CCNC
CCND2
CCND3
CCNI
CCNL1
CCNL2
CCNT2
CCNT2_AS1
CCNY
CCNYL2
CCPG1
CCSAP
CCSER1
CCSER2
CCT3
CCT6A
CD14
CD200
CD2AP
CD38
CD4
CD46
CD47
CD53
CD63
CD74
CD81
CD84
CD86
CD96
CDC123
CDC14A
CDC14B
CDC16
CDC27
CDC37
CDC40
